id,task1,task2,task3,task4,task5
ANS10372,1.0,0,2054.601027542487,0,0.0
ANS10373,0.0,0,0.0,0,0.0
ANS10374,0.0,0,0.0,1,0.0
ANS10375,0.0,0,711.9129352580928,0,0.0
ANS10376,1.0,0,2971.584744325885,0,0.0
ANS10377,1.0,0,6783.509189405608,0,0.0
ANS10378,1.0,3,1234.499656276826,0,0.0
ANS10379,1.0,2,0.0,4,0.0
ANS10380,0.0,0,3980.255166358864,3,0.0
ANS10381,0.0,3,0.0,2,0.0
ANS10382,1.0,0,3812.65609381702,3,0.0
ANS10383,0.0,0,0.0,0,0.0
ANS10384,0.0,1,23795.740259999075,0,0.0
ANS10385,1.0,0,2235.937380434112,4,0.0
ANS10386,1.0,0,0.0,0,0.0
ANS10387,1.0,1,72513.28172331158,3,0.0
ANS10388,1.0,3,2174.531053332863,3,0.0
ANS10389,0.0,0,0.0,2,0.0
ANS10390,0.0,2,0.0,2,0.0
ANS10391,0.0,0,5796.439440212755,3,0.0
ANS10392,1.0,0,0.0,2,0.0
ANS10393,0.0,0,0.0,2,0.0
ANS10394,0.0,0,3284.7120862469155,0,0.0
ANS10395,1.0,0,3464.7963363870267,4,0.0
ANS10396,0.0,1,0.0,2,0.0
ANS10397,0.0,1,0.0,3,0.0
ANS10398,1.0,0,0.0,2,0.0
ANS10399,1.0,0,0.0,0,0.0
ANS10400,1.0,3,2176.383554273541,3,0.0
ANS10401,0.0,0,4765.361082951895,0,0.0
ANS10402,1.0,2,92751.043522761,0,0.0
ANS10403,0.0,1,1983.3915972738696,0,0.0
ANS10404,0.0,0,0.0,4,0.0
ANS10405,1.0,2,0.0,3,0.0
ANS10406,1.0,2,171926.7479482527,4,0.0
ANS10407,1.0,2,0.0,1,0.0
ANS10408,0.0,1,0.0,2,0.0
ANS10409,1.0,1,0.0,2,0.0
ANS10410,0.0,0,1885.5549150478391,0,0.0
ANS10411,0.0,0,0.0,3,0.0
ANS10412,0.0,3,0.0,2,0.0
ANS10413,1.0,0,1248.7998971464551,0,0.0
ANS10414,0.0,0,0.0,2,0.0
ANS10415,1.0,3,0.0,0,0.0
ANS10416,0.0,0,0.0,2,0.0
ANS10417,1.0,3,0.0,3,0.0
ANS10418,0.0,1,1193.3987470142522,3,0.0
ANS10419,1.0,0,1035.8153889689547,3,0.0
ANS10420,0.0,1,0.0,3,0.0
ANS10421,1.0,0,1009.5134472733993,2,0.0
ANS10422,1.0,0,0.0,2,0.0
ANS10423,0.0,0,2016.0459218855513,3,0.0
ANS10424,0.0,0,33933.64842222496,2,0.0
ANS10425,1.0,1,2627.4567964187017,0,0.0
ANS10426,1.0,0,2543.649599575348,3,0.0
ANS10427,0.0,3,0.0,1,0.0
ANS10428,1.0,0,0.0,0,0.0
ANS10429,0.0,0,0.0,0,0.0
ANS10430,0.0,0,2347.352656677399,1,0.0
ANS10431,0.0,1,0.0,0,0.0
ANS10432,0.0,3,66370.47006123606,3,0.0
ANS10433,0.0,0,3183.663872477247,3,0.0
ANS10434,0.0,3,84587.07936040293,2,0.0
ANS10435,0.0,0,0.0,2,0.0
ANS10436,0.0,2,0.0,3,0.0
ANS10437,1.0,0,0.0,4,0.0
ANS10438,0.0,0,0.0,4,0.0
ANS10439,0.0,3,0.0,2,0.0
ANS10440,0.0,3,0.0,3,0.0
ANS10441,0.0,2,0.0,3,0.0
ANS10442,0.0,0,658.2426843282135,3,0.0
ANS10443,0.0,3,0.0,3,0.0
ANS10444,1.0,1,40754.10627382606,2,0.0
ANS10445,0.0,0,55847.289238558515,1,0.0
ANS10446,0.0,0,0.0,3,0.0
ANS10447,1.0,2,0.0,0,0.0
ANS10448,0.0,1,0.0,2,0.0
ANS10449,0.0,2,1380.7113905407266,4,0.0
ANS10450,0.0,3,0.0,4,0.0
ANS10451,0.0,3,2134.470752339052,2,0.0
ANS10452,0.0,1,40311.22982534762,3,0.0
ANS10453,1.0,0,4166.825704475872,0,0.0
ANS10454,0.0,1,0.0,0,0.0
ANS10455,1.0,2,0.0,3,0.0
ANS10456,1.0,0,5902.918393137835,0,0.0
ANS10457,0.0,0,606.2272613822914,0,0.0
ANS10458,1.0,3,0.0,3,0.0
ANS10459,1.0,1,2313.62415577669,3,0.0
ANS10460,1.0,0,0.0,3,0.0
ANS10461,0.0,2,2513.541865998899,0,0.0
ANS10462,0.0,0,159562.60617250917,0,0.0
ANS10463,1.0,0,0.0,0,0.0
ANS10464,1.0,0,1665.4403613204859,0,0.0
ANS10465,1.0,1,83188.90320474583,3,0.0
ANS10466,1.0,1,0.0,3,0.0
ANS10467,1.0,0,2894.084000679754,0,0.0
ANS10468,1.0,1,51867.61441584315,3,0.0
ANS10469,0.0,0,1134.370401890394,4,0.0
ANS10470,1.0,0,0.0,2,0.0
ANS10471,0.0,0,93997.09334916022,2,0.0
ANS10472,0.0,0,0.0,2,0.0
ANS10473,0.0,3,0.0,4,0.0
ANS10474,0.0,1,2037.1935182928403,2,0.0
ANS10475,0.0,2,79530.15221285108,2,0.0
ANS10476,0.0,3,0.0,3,0.0
ANS10477,0.0,1,63216.92880778169,2,0.0
ANS10478,1.0,1,0.0,0,0.0
ANS10479,1.0,3,3329.8947691905937,3,0.0
ANS10480,0.0,3,0.0,3,0.0
ANS10481,1.0,3,0.0,2,0.0
ANS10482,0.0,0,0.0,3,0.0
ANS10483,1.0,1,47428.38903295208,2,0.0
ANS10484,0.0,3,0.0,0,0.0
ANS10485,0.0,0,4505.575740616755,0,0.0
ANS10486,0.0,1,1825.757425018075,4,0.0
ANS10487,1.0,3,5427.404397643571,0,0.0
ANS10488,1.0,0,1355.4741834600568,3,0.0
ANS10489,0.0,0,7264.137031831662,2,0.0
ANS10490,1.0,2,0.0,3,0.0
ANS10491,0.0,0,61855.93032055637,0,0.0
ANS10492,0.0,1,7233.604783706871,3,0.0
ANS10493,0.0,0,0.0,2,0.0
ANS10494,0.0,0,0.0,2,0.0
ANS10495,1.0,0,0.0,2,0.0
ANS10496,1.0,1,1881.0426317617657,2,0.0
ANS10497,0.0,2,13026.766676339257,2,0.0
ANS10498,1.0,2,0.0,3,0.0
ANS10499,0.0,0,31636.20742569741,0,0.0
ANS10500,0.0,3,0.0,0,0.0
ANS10501,0.0,1,4823.215215129424,2,0.0
ANS10502,1.0,3,47373.87036943325,3,0.0
ANS10503,0.0,1,0.0,4,0.0
ANS10504,1.0,1,0.0,0,0.0
ANS10505,0.0,0,0.0,4,0.0
ANS10506,0.0,0,0.0,2,0.0
ANS10507,0.0,0,0.0,0,0.0
ANS10508,0.0,3,0.0,2,0.0
ANS10509,1.0,1,936.3848016649007,0,0.0
ANS10510,0.0,1,68129.8038796518,2,0.0
ANS10511,0.0,0,0.0,4,0.0
ANS10512,1.0,0,0.0,0,0.0
ANS10513,1.0,0,0.0,0,0.0
ANS10514,1.0,2,1911.6333085525964,4,0.0
ANS10515,1.0,2,2447.7017259439785,1,0.0
ANS10516,1.0,0,0.0,0,0.0
ANS10517,0.0,2,2871.92002227186,0,0.0
ANS10518,1.0,1,3669.8920036965774,2,0.0
ANS10519,1.0,0,0.0,2,0.0
ANS10520,1.0,3,0.0,3,0.0
ANS10521,0.0,2,2667.504930644449,0,0.0
ANS10522,0.0,2,0.0,3,0.0
ANS10523,1.0,1,2317.8352817495906,2,0.0
ANS10524,1.0,0,1759.322476350668,1,0.0
ANS10525,1.0,2,4774.019130419322,0,0.0
ANS10526,0.0,3,0.0,2,0.0
ANS10527,1.0,0,4022.5891989631377,2,0.0
ANS10528,0.0,1,3424.225854168849,0,0.0
ANS10529,0.0,0,0.0,2,0.0
ANS10530,0.0,3,0.0,0,0.0
ANS10531,1.0,3,705.9317077177934,0,0.0
ANS10532,1.0,1,0.0,4,0.0
ANS10533,1.0,2,3735.8985297183795,0,0.0
ANS10534,1.0,1,0.0,3,0.0
ANS10535,0.0,0,30486.565649952005,3,0.0
ANS10536,1.0,2,0.0,3,0.0
ANS10537,0.0,0,0.0,4,0.0
ANS10538,1.0,1,1271.8150987374856,3,0.0
ANS10539,0.0,3,0.0,3,0.0
ANS10540,0.0,1,1521.3298062809395,3,0.0
ANS10541,1.0,0,0.0,2,0.0
ANS10542,0.0,0,0.0,2,0.0
ANS10543,1.0,0,52451.255466041956,0,0.0
ANS10544,1.0,1,2958.0507579363966,3,0.0
ANS10545,0.0,1,2348.324828460581,4,0.0
ANS10546,0.0,0,0.0,3,0.0
ANS10547,1.0,0,4377.562302319118,0,0.0
ANS10548,0.0,0,0.0,0,0.0
ANS10549,0.0,1,0.0,0,0.0
ANS10550,0.0,0,0.0,3,0.0
ANS10551,0.0,3,40876.17594078951,2,0.0
ANS10552,0.0,0,0.0,0,0.0
ANS10553,1.0,0,2130.836581303598,3,0.0
ANS10554,1.0,1,0.0,4,0.0
ANS10555,0.0,1,0.0,3,0.0
ANS10556,0.0,2,0.0,0,0.0
ANS10557,0.0,2,0.0,1,0.0
ANS10558,0.0,3,0.0,0,0.0
ANS10559,0.0,1,0.0,2,0.0
ANS10560,1.0,3,0.0,3,0.0
ANS10561,1.0,3,1506.767146042696,2,0.0
ANS10562,0.0,1,7816.543339618969,2,0.0
ANS10563,1.0,1,0.0,1,0.0
ANS10564,0.0,1,2253.003564274887,0,0.0
ANS10565,1.0,0,0.0,3,0.0
ANS10566,1.0,2,71978.20781808597,4,0.0
ANS10567,0.0,0,0.0,4,0.0
ANS10568,0.0,0,0.0,0,0.0
ANS10569,1.0,3,0.0,3,0.0
ANS10570,0.0,0,0.0,3,0.0
ANS10571,0.0,0,2702.315002125307,0,0.0
ANS10572,0.0,0,3419.3164847418266,0,0.0
ANS10573,1.0,2,0.0,0,0.0
ANS10574,0.0,3,1993.922613772559,0,0.0
ANS10575,0.0,2,0.0,3,0.0
ANS10576,0.0,2,0.0,0,0.0
ANS10577,0.0,0,0.0,0,0.0
ANS10578,0.0,3,0.0,3,0.0
ANS10579,1.0,0,36079.3118301715,0,0.0
ANS10580,1.0,3,18968.14083843519,2,0.0
ANS10581,0.0,1,0.0,2,0.0
ANS10582,1.0,2,0.0,0,0.0
ANS10583,1.0,0,4308.902079913134,3,0.0
ANS10584,1.0,0,0.0,2,0.0
ANS10585,0.0,0,0.0,0,0.0
ANS10586,1.0,1,0.0,0,0.0
ANS10587,1.0,1,0.0,0,0.0
ANS10588,1.0,3,3940.685222146082,2,0.0
ANS10589,1.0,0,49517.77804874438,2,0.0
ANS10590,0.0,3,146796.67124986826,3,0.0
ANS10591,0.0,0,0.0,2,0.0
ANS10592,1.0,2,0.0,0,0.0
ANS10593,1.0,2,37553.85307482198,3,0.0
ANS10594,0.0,0,2110.2067697238435,2,0.0
ANS10595,0.0,1,0.0,3,0.0
ANS10596,0.0,0,53069.59666748974,0,0.0
ANS10597,1.0,0,2120.5294771937615,3,0.0
ANS10598,1.0,1,0.0,2,0.0
ANS10599,0.0,0,0.0,0,0.0
ANS10600,1.0,2,0.0,1,0.0
ANS10601,1.0,1,41003.30353237368,2,0.0
ANS10602,1.0,2,2404.935582088642,3,0.0
ANS10603,1.0,0,0.0,0,0.0
ANS10604,1.0,1,2813.52221564728,2,0.0
ANS10605,0.0,0,0.0,0,0.0
ANS10606,0.0,0,0.0,0,0.0
ANS10607,1.0,3,4381.117284465927,2,0.0
ANS10608,1.0,1,3510.3986819953975,4,0.0
ANS10609,0.0,3,0.0,2,0.0
ANS10610,1.0,0,0.0,3,0.0
ANS10611,0.0,0,0.0,4,0.0
ANS10612,0.0,0,2765.98947180306,3,0.0
ANS10613,0.0,2,0.0,3,0.0
ANS10614,0.0,2,104.30815580090251,3,0.0
ANS10615,0.0,3,0.0,3,0.0
ANS10616,0.0,2,88014.49974043826,0,0.0
ANS10617,0.0,3,3607.0499925745025,0,0.0
ANS10618,1.0,2,0.0,2,0.0
ANS10619,0.0,1,40195.94543582141,0,0.0
ANS10620,0.0,1,0.0,0,0.0
ANS10621,0.0,1,77481.6008753866,2,0.0
ANS10622,1.0,0,0.0,0,0.0
ANS10623,1.0,2,0.0,2,0.0
ANS10624,1.0,0,19215.662496466663,0,0.0
ANS10625,1.0,0,0.0,0,0.0
ANS10626,1.0,1,0.0,3,0.0
ANS10627,1.0,1,0.0,2,0.0
ANS10628,0.0,0,0.0,3,0.0
ANS10629,1.0,1,0.0,4,0.0
ANS10630,1.0,3,0.0,3,0.0
ANS10631,0.0,3,0.0,2,0.0
ANS10632,1.0,2,0.0,0,0.0
ANS10633,0.0,1,0.0,0,0.0
ANS10634,1.0,0,0.0,3,0.0
ANS10635,1.0,3,1492.3089011211864,0,0.0
ANS10636,1.0,1,0.0,1,0.0
ANS10637,0.0,2,0.0,0,0.0
ANS10638,0.0,2,3286.511207186272,2,0.0
ANS10639,0.0,0,3007.957250518977,2,0.0
ANS10640,0.0,0,0.0,4,0.0
ANS10641,0.0,1,0.0,2,0.0
ANS10642,0.0,2,361.44761841203353,3,0.0
ANS10643,1.0,0,0.0,3,0.0
ANS10644,0.0,3,0.0,0,0.0
ANS10645,1.0,0,0.0,1,0.0
ANS10646,0.0,3,51426.3874770058,3,0.0
ANS10647,0.0,0,1290.4117116203713,2,0.0
ANS10648,0.0,1,0.0,0,0.0
ANS10649,0.0,0,0.0,3,0.0
ANS10650,1.0,2,0.0,3,0.0
ANS10651,0.0,2,88784.5395283621,3,0.0
ANS10652,1.0,0,2005.2900114068373,0,0.0
ANS10653,0.0,3,100677.79832709602,2,0.0
ANS10654,0.0,2,0.0,3,0.0
ANS10655,0.0,3,3194.442631402321,3,0.0
ANS10656,0.0,3,0.0,2,0.0
ANS10657,0.0,0,91166.00316770209,2,0.0
ANS10658,1.0,0,1035.7773214758292,2,0.0
ANS10659,0.0,1,0.0,3,0.0
ANS10660,0.0,0,0.0,3,0.0
ANS10661,1.0,3,1087.7218849437013,0,0.0
ANS10662,0.0,0,0.0,2,0.0
ANS10663,0.0,3,2920.6315788213205,2,0.0
ANS10664,0.0,1,5192.020944610178,0,0.0
ANS10665,0.0,2,77952.54348668117,3,0.0
ANS10666,0.0,2,6190.727643108663,1,0.0
ANS10667,1.0,0,531.146278564513,3,0.0
ANS10668,1.0,0,0.0,0,0.0
ANS10669,1.0,3,3251.099803152739,0,0.0
ANS10670,0.0,0,0.0,2,0.0
ANS10671,0.0,0,74463.56199527504,2,0.0
ANS10672,0.0,2,23673.0768643739,2,0.0
ANS10673,1.0,0,5389.024360201021,0,0.0
ANS10674,0.0,1,2633.32523641871,2,0.0
ANS10675,1.0,0,5539.608966407423,3,0.0
ANS10676,0.0,1,0.0,3,0.0
ANS10677,1.0,0,0.0,4,0.0
ANS10678,0.0,0,0.0,3,0.0
ANS10679,0.0,0,13742.093723671846,2,0.0
ANS10680,1.0,1,90941.27050120497,2,0.0
ANS10681,0.0,0,0.0,2,0.0
ANS10682,0.0,1,0.0,2,0.0
ANS10683,0.0,2,3254.7460424660812,4,0.0
ANS10684,0.0,3,0.0,3,0.0
ANS10685,1.0,2,0.0,2,0.0
ANS10686,0.0,0,0.0,0,0.0
ANS10687,1.0,0,52317.067322725125,2,0.0
ANS10688,0.0,0,0.0,1,0.0
ANS10689,1.0,2,2939.2879517516767,2,0.0
ANS10690,1.0,0,0.0,2,0.0
ANS10691,1.0,3,0.0,2,0.0
ANS10692,1.0,0,5806.172882657131,0,0.0
ANS10693,1.0,3,0.0,0,0.0
ANS10694,1.0,1,4328.672342288714,2,0.0
ANS10695,0.0,3,0.0,4,0.0
ANS10696,0.0,2,1848.4085324884913,3,0.0
ANS10697,0.0,1,1839.1264463638804,4,0.0
ANS10698,1.0,3,3254.978919897936,2,0.0
ANS10699,1.0,1,100454.23644794594,0,0.0
ANS10700,0.0,1,369.0178806554476,3,0.0
ANS10701,1.0,1,0.0,1,0.0
ANS10702,0.0,0,2324.6209624282374,1,0.0
ANS10703,1.0,2,5710.015920896911,0,0.0
ANS10704,0.0,0,0.0,0,0.0
ANS10705,0.0,0,0.0,0,0.0
ANS10706,0.0,0,130973.22822805036,1,0.0
ANS10707,1.0,3,1666.3790726412335,2,0.0
ANS10708,1.0,3,0.0,0,0.0
ANS10709,0.0,1,0.0,2,0.0
ANS10710,1.0,0,7760.60534111781,0,0.0
ANS10711,1.0,0,65320.85263833631,0,0.0
ANS10712,0.0,0,116936.78896572783,2,0.0
ANS10713,1.0,1,0.0,3,0.0
ANS10714,1.0,3,43247.62691215231,2,0.0
ANS10715,1.0,1,0.0,0,0.0
ANS10716,0.0,0,500.41013188013454,2,0.0
ANS10717,0.0,2,0.0,2,0.0
ANS10718,1.0,3,3233.7595022839314,0,0.0
ANS10719,0.0,2,1354.8585531383394,3,0.0
ANS10720,0.0,2,23169.834726285702,2,0.0
ANS10721,0.0,3,44567.28193314302,0,0.0
ANS10722,1.0,1,0.0,3,0.0
ANS10723,1.0,1,0.0,4,0.0
ANS10724,1.0,1,0.0,4,0.0
ANS10725,1.0,0,0.0,3,0.0
ANS10726,1.0,3,1582.8725329821496,2,0.0
ANS10727,0.0,3,0.0,0,0.0
ANS10728,0.0,0,166032.8649079468,4,0.0
ANS10729,1.0,0,326.0778860289566,2,0.0
ANS10730,0.0,2,2127.7820392396493,0,0.0
ANS10731,0.0,0,0.0,3,0.0
ANS10732,0.0,0,3773.9526259328436,0,0.0
ANS10733,0.0,1,0.0,1,0.0
ANS10734,1.0,3,1645.5420304376314,1,0.0
ANS10735,1.0,1,0.0,4,0.0
ANS10736,1.0,3,2725.2990829789915,3,0.0
ANS10737,1.0,0,0.0,2,0.0
ANS10738,0.0,0,0.0,2,0.0
ANS10739,1.0,0,2752.7493715249398,2,0.0
ANS10740,1.0,2,3907.7660708259104,3,0.0
ANS10741,0.0,2,0.0,3,0.0
ANS10742,0.0,0,0.0,0,0.0
ANS10743,1.0,1,0.0,2,0.0
ANS10744,0.0,2,0.0,4,0.0
ANS10745,1.0,2,1296.7031503752137,4,0.0
ANS10746,0.0,0,20839.102985151832,3,0.0
ANS10747,0.0,1,0.0,4,0.0
ANS10748,0.0,1,95682.89845824815,0,0.0
ANS10749,1.0,2,3157.8230611707572,3,0.0
ANS10750,1.0,0,0.0,0,0.0
ANS10751,0.0,2,0.0,4,0.0
ANS10752,1.0,0,0.0,0,0.0
ANS10753,1.0,0,0.0,3,0.0
ANS10754,0.0,3,1675.1925592996292,0,0.0
ANS10755,1.0,3,4578.168231041214,3,0.0
ANS10756,0.0,2,49866.765388631175,2,0.0
ANS10757,1.0,2,1637.1867239322812,3,0.0
ANS10758,1.0,0,0.0,3,0.0
ANS10759,1.0,0,3010.8856311299314,2,0.0
ANS10760,1.0,1,0.0,1,0.0
ANS10761,1.0,1,2135.8774488142203,3,0.0
ANS10762,1.0,0,0.0,3,0.0
ANS10763,1.0,0,0.0,0,0.0
ANS10764,0.0,0,0.0,3,0.0
ANS10765,0.0,2,0.0,2,0.0
ANS10766,0.0,2,0.0,4,0.0
ANS10767,1.0,3,2514.538454870843,3,0.0
ANS10768,0.0,0,2477.1546519135336,0,0.0
ANS10769,0.0,1,0.0,0,0.0
ANS10770,0.0,3,5114.163669920992,0,0.0
ANS10771,0.0,2,2494.5922646242475,3,0.0
ANS10772,0.0,3,0.0,4,0.0
ANS10773,1.0,2,0.0,0,0.0
ANS10774,0.0,0,0.0,2,0.0
ANS10775,1.0,0,0.0,0,0.0
ANS10776,0.0,0,5442.978192467579,3,0.0
ANS10777,0.0,0,0.0,0,0.0
ANS10778,1.0,0,1758.1837964062743,1,0.0
ANS10779,1.0,0,0.0,3,0.0
ANS10780,1.0,3,2145.8301502489385,0,0.0
ANS10781,1.0,0,3418.9120370262053,3,0.0
ANS10782,0.0,3,0.0,1,0.0
ANS10783,1.0,3,0.0,0,0.0
ANS10784,0.0,0,2648.029090940693,0,0.0
ANS10785,1.0,1,0.0,3,0.0
ANS10786,0.0,1,646.7711335940787,3,0.0
ANS10787,0.0,3,36414.41801213424,2,0.0
ANS10788,1.0,1,7949.9953310164,3,0.0
ANS10789,0.0,1,0.0,2,0.0
ANS10790,0.0,1,1229.9276342633716,3,0.0
ANS10791,0.0,0,0.0,3,0.0
ANS10792,0.0,0,0.0,2,0.0
ANS10793,0.0,1,0.0,0,0.0
ANS10794,0.0,0,0.0,3,0.0
ANS10795,1.0,2,0.0,4,0.0
ANS10796,0.0,0,41626.03549854677,0,0.0
ANS10797,0.0,1,1085.958228621737,3,0.0
ANS10798,1.0,2,25064.021611587243,4,0.0
ANS10799,1.0,2,495.39960046947806,3,0.0
ANS10800,0.0,1,0.0,0,0.0
ANS10801,0.0,3,2671.243437592927,3,0.0
ANS10802,0.0,0,50575.029847018915,2,0.0
ANS10803,1.0,0,4010.263863447496,3,0.0
ANS10804,0.0,0,74275.46833198244,0,0.0
ANS10805,0.0,1,0.0,1,0.0
ANS10806,0.0,2,0.0,3,0.0
ANS10807,0.0,0,0.0,3,0.0
ANS10808,0.0,1,2910.3682563822176,2,0.0
ANS10809,1.0,1,0.0,3,0.0
ANS10810,0.0,1,0.0,0,0.0
ANS10811,1.0,2,0.0,0,0.0
ANS10812,0.0,1,0.0,2,0.0
ANS10813,1.0,0,0.0,2,0.0
ANS10814,1.0,0,0.0,1,0.0
ANS10815,0.0,2,0.0,3,0.0
ANS10816,1.0,0,33941.707667137496,0,0.0
ANS10817,1.0,3,3423.6901818725055,3,0.0
ANS10818,0.0,0,0.0,0,0.0
ANS10819,0.0,0,2156.2745748557504,0,0.0
ANS10820,0.0,2,11707.24610586982,0,0.0
ANS10821,0.0,1,1200.0293702146087,0,0.0
ANS10822,1.0,0,0.0,4,0.0
ANS10823,1.0,0,73266.0416184965,2,0.0
ANS10824,0.0,3,3259.3476799242208,0,0.0
ANS10825,1.0,1,0.0,2,0.0
ANS10826,0.0,0,23486.46928057108,2,0.0
ANS10827,1.0,0,0.0,4,0.0
ANS10828,1.0,0,2163.847522068457,0,0.0
ANS10829,0.0,1,1080.3672204923596,4,0.0
ANS10830,1.0,3,3008.769447081306,2,0.0
ANS10831,1.0,2,67314.93168892438,3,0.0
ANS10832,1.0,1,2464.9755989816754,3,0.0
ANS10833,1.0,2,2502.267586236962,3,0.0
ANS10834,1.0,2,2122.7805225530346,3,0.0
ANS10835,1.0,3,0.0,3,0.0
ANS10836,1.0,0,2441.5245838034625,2,0.0
ANS10837,0.0,0,0.0,0,0.0
ANS10838,0.0,0,0.0,2,0.0
ANS10839,0.0,3,32349.172057207237,1,0.0
ANS10840,1.0,1,5717.182494395806,3,0.0
ANS10841,1.0,2,0.0,2,0.0
ANS10842,0.0,2,0.0,3,0.0
ANS10843,1.0,3,122153.07594882247,2,0.0
ANS10844,0.0,0,2871.917282443128,0,0.0
ANS10845,0.0,0,4216.855649952244,3,0.0
ANS10846,0.0,0,0.0,2,0.0
ANS10847,0.0,3,398.6294103068611,3,0.0
ANS10848,1.0,3,121.59871825483965,0,0.0
ANS10849,0.0,2,67996.34698739271,1,0.0
ANS10850,0.0,1,43920.52499409804,0,0.0
ANS10851,0.0,2,0.0,2,0.0
ANS10852,1.0,3,0.0,2,0.0
ANS10853,0.0,2,0.0,1,0.0
ANS10854,1.0,2,98460.63100444873,0,0.0
ANS10855,0.0,1,423.42689016844247,0,0.0
ANS10856,0.0,0,0.0,0,0.0
ANS10857,0.0,3,0.0,3,0.0
ANS10858,0.0,0,0.0,2,0.0
ANS10859,1.0,3,2433.9681638307243,3,0.0
ANS10860,0.0,0,2511.9117179136624,0,0.0
ANS10861,0.0,3,59147.432374805074,0,0.0
ANS10862,0.0,0,0.0,0,0.0
ANS10863,0.0,1,0.0,0,0.0
ANS10864,0.0,0,2594.4335327322683,3,0.0
ANS10865,1.0,2,0.0,1,0.0
ANS10866,1.0,1,0.0,3,0.0
ANS10867,1.0,0,0.0,0,0.0
ANS10868,0.0,2,57701.71039755287,0,0.0
ANS10869,1.0,2,1323.1716406234896,0,0.0
ANS10870,0.0,0,1539.3053959450276,2,0.0
ANS10871,0.0,0,0.0,2,0.0
ANS10872,0.0,3,0.0,4,0.0
ANS10873,0.0,3,85637.89994048202,3,0.0
ANS10874,1.0,1,101925.59446541389,2,0.0
ANS10875,1.0,3,0.0,4,0.0
ANS10876,0.0,3,0.0,3,0.0
ANS10877,1.0,1,1509.7617059106751,0,0.0
ANS10878,1.0,0,0.0,2,0.0
ANS10879,0.0,0,0.0,0,0.0
ANS10880,0.0,2,3059.8071806946855,3,0.0
ANS10881,0.0,0,117549.63348876435,2,0.0
ANS10882,0.0,0,0.0,3,0.0
ANS10883,1.0,0,0.0,3,0.0
ANS10884,0.0,0,0.0,2,0.0
ANS10885,1.0,1,808.8232124089063,3,0.0
ANS10886,0.0,1,0.0,4,0.0
ANS10887,1.0,0,2033.6443671813936,3,0.0
ANS10888,1.0,0,0.0,2,0.0
ANS10889,0.0,2,0.0,0,0.0
ANS10890,1.0,3,0.0,4,0.0
ANS10891,1.0,2,0.0,3,0.0
ANS10892,0.0,1,0.0,0,0.0
ANS10893,1.0,0,0.0,0,0.0
ANS10894,1.0,2,0.0,1,0.0
ANS10895,0.0,1,0.0,2,0.0
ANS10896,0.0,1,65127.64825471662,2,0.0
ANS10897,0.0,0,45547.97622175995,3,0.0
ANS10898,1.0,0,2634.692275842828,3,0.0
ANS10899,1.0,0,82954.55779357863,2,0.0
ANS10900,0.0,1,120352.99005668923,2,0.0
ANS10901,1.0,2,59017.891660002366,1,0.0
ANS10902,1.0,1,0.0,4,0.0
ANS10903,0.0,2,0.0,0,0.0
ANS10904,1.0,0,58410.79585998791,1,0.0
ANS10905,1.0,0,3741.137397468601,2,0.0
ANS10906,0.0,0,1642.0495449664963,4,0.0
ANS10907,1.0,2,59153.1298916182,2,0.0
ANS10908,0.0,1,1473.5466441985682,2,0.0
ANS10909,1.0,1,62249.23201719766,2,0.0
ANS10910,1.0,2,3859.2886449948514,3,0.0
ANS10911,1.0,0,0.0,4,0.0
ANS10912,1.0,3,3749.7659344310255,2,0.0
ANS10913,1.0,2,0.0,0,0.0
ANS10914,0.0,0,1869.586079885146,2,0.0
ANS10915,0.0,0,4303.1146368819545,4,0.0
ANS10916,0.0,0,0.0,2,0.0
ANS10917,0.0,1,26859.3168352,0,0.0
ANS10918,1.0,2,3857.937786272472,3,0.0
ANS10919,0.0,2,1018.5628833043072,0,0.0
ANS10920,1.0,0,70548.04732698356,3,0.0
ANS10921,1.0,0,12971.336128852663,0,0.0
ANS10922,0.0,2,3718.0333554146932,3,0.0
ANS10923,1.0,0,0.0,2,0.0
ANS10924,0.0,2,0.0,2,0.0
ANS10925,0.0,0,0.0,3,0.0
ANS10926,1.0,1,0.0,3,0.0
ANS10927,0.0,2,127041.43209130652,3,0.0
ANS10928,1.0,3,0.0,2,0.0
ANS10929,1.0,0,78103.90246282128,0,0.0
ANS10930,1.0,1,0.0,3,0.0
ANS10931,0.0,0,1919.9213629232356,0,0.0
ANS10932,0.0,2,7892.06357296459,4,0.0
ANS10933,0.0,1,0.0,3,0.0
ANS10934,0.0,2,2115.0565808768656,2,0.0
ANS10935,0.0,1,2361.0470508380017,3,0.0
ANS10936,0.0,0,0.0,4,0.0
ANS10937,1.0,0,1681.2644013466631,0,0.0
ANS10938,0.0,2,1636.9414617270677,2,0.0
ANS10939,0.0,1,0.0,3,0.0
ANS10940,0.0,3,0.0,0,0.0
ANS10941,1.0,3,0.0,3,0.0
ANS10942,0.0,2,2439.892239049566,1,0.0
ANS10943,0.0,0,0.0,0,0.0
ANS10944,0.0,0,130353.78619536596,1,0.0
ANS10945,1.0,0,2806.8868092122584,2,0.0
ANS10946,0.0,2,21718.975873897238,3,0.0
ANS10947,0.0,3,0.0,4,0.0
ANS10948,0.0,3,40176.169548096164,3,0.0
ANS10949,1.0,2,0.0,2,0.0
ANS10950,0.0,1,0.0,2,0.0
