,0
13812,2
13813,0
13814,3
13815,0
13816,0
13817,3
13818,2
13819,3
13820,3
13821,0
13822,0
13823,2
13824,0
13825,1
13826,1
13827,0
13828,1
13829,3
13830,0
13831,1
13832,1
13833,2
13834,1
13835,1
13836,3
13837,3
13838,2
13839,2
13840,0
13841,0
13842,1
13843,1
13844,2
13845,2
13846,0
13847,3
13848,1
13849,2
13850,1
13851,3
13852,0
13853,3
13854,1
13855,1
13856,1
13857,0
13858,1
13859,0
13860,2
13861,3
13862,2
13863,0
13864,1
13865,1
13866,2
13867,3
13868,1
13869,2
13870,0
13871,0
13872,2
13873,1
13874,0
13875,1
13876,0
13877,1
13878,0
13879,3
13880,3
13881,0
13882,0
13883,2
13884,3
13885,2
13886,3
13887,0
13888,3
13889,2
13890,1
13891,2
13892,1
13893,2
13894,3
13895,0
13896,3
13897,0
13898,3
13899,0
13900,2
13901,1
13902,3
13903,0
13904,0
13905,2
13906,1
13907,1
13908,0
13909,2
13910,0
13911,0
13912,0
13913,1
13914,0
13915,0
13916,3
13917,0
13918,1
13919,0
13920,2
13921,2
13922,0
13923,0
13924,0
13925,2
13926,2
13927,0
13928,2
13929,2
13930,0
13931,3
13932,0
13933,0
13934,3
13935,2
13936,0
13937,3
13938,0
13939,0
13940,2
13941,0
13942,2
13943,0
13944,2
13945,2
13946,1
13947,3
13948,1
13949,1
13950,2
13951,0
13952,0
13953,1
13954,3
13955,1
13956,2
13957,3
13958,3
13959,3
13960,0
13961,3
13962,3
13963,1
13964,0
13965,0
13966,2
13967,3
13968,0
13969,2
13970,1
13971,3
13972,2
13973,0
13974,3
13975,0
13976,2
13977,0
13978,0
13979,0
13980,0
13981,3
13982,1
13983,1
13984,2
13985,1
13986,1
13987,3
13988,1
13989,1
13990,3
13991,0
13992,0
13993,1
13994,0
13995,0
13996,2
13997,1
13998,3
13999,3
14000,3
14001,1
14002,2
14003,2
14004,0
14005,3
14006,2
14007,3
14008,2
14009,0
14010,2
14011,0
14012,0
14013,0
14014,3
14015,0
14016,2
14017,0
14018,1
14019,0
14020,3
14021,0
14022,0
14023,0
14024,1
14025,1
14026,2
14027,0
14028,0
14029,2
14030,0
14031,3
14032,3
14033,0
14034,1
14035,3
14036,1
14037,1
14038,0
14039,0
14040,0
14041,0
14042,1
14043,1
14044,3
14045,0
14046,2
14047,1
14048,0
14049,0
14050,0
14051,1
14052,1
14053,0
14054,0
14055,3
14056,2
14057,3
14058,0
14059,2
14060,3
14061,0
14062,0
14063,3
14064,3
14065,1
14066,3
14067,2
14068,3
14069,1
14070,0
14071,2
14072,0
14073,0
14074,2
14075,0
14076,0
14077,2
14078,1
14079,3
14080,2
14081,3
14082,3
14083,1
14084,0
14085,2
14086,2
14087,0
14088,0
14089,1
14090,0
14091,1
14092,1
14093,0
14094,1
14095,0
14096,0
14097,1
14098,0
14099,3
14100,1
14101,2
14102,0
14103,2
14104,0
14105,1
14106,3
14107,1
14108,3
14109,0
14110,0
14111,2
14112,1
14113,1
14114,3
14115,2
14116,1
14117,2
14118,1
14119,1
14120,1
14121,3
14122,1
14123,0
14124,1
14125,3
14126,1
14127,2
14128,1
14129,2
14130,0
14131,0
14132,2
14133,3
14134,0
14135,2
14136,0
14137,0
14138,1
14139,1
14140,3
14141,3
14142,0
14143,3
14144,3
14145,0
14146,0
14147,0
14148,1
14149,2
14150,1
14151,0
14152,1
14153,3
14154,2
14155,2
14156,1
14157,3
14158,1
14159,3
14160,2
14161,0
14162,2
14163,3
14164,1
14165,0
14166,0
14167,2
14168,0
14169,1
14170,3
14171,0
14172,0
14173,1
14174,1
14175,0
14176,3
14177,0
14178,1
14179,2
14180,1
14181,2
14182,0
14183,3
14184,2
14185,0
14186,3
14187,3
14188,1
14189,1
14190,2
14191,2
14192,3
14193,0
14194,0
14195,0
14196,0
14197,3
14198,3
14199,2
14200,0
14201,1
14202,0
14203,0
14204,0
14205,1
14206,1
14207,2
14208,1
14209,1
14210,0
14211,1
14212,2
14213,2
14214,1
14215,0
14216,1
14217,2
14218,1
14219,2
14220,2
14221,1
14222,1
14223,3
14224,1
14225,2
14226,0
14227,0
14228,1
14229,1
14230,2
14231,3
14232,1
14233,3
14234,0
14235,0
14236,2
14237,0
14238,0
14239,1
14240,0
14241,1
14242,1
14243,0
14244,1
14245,1
14246,0
14247,0
14248,2
14249,3
14250,3
14251,0
14252,1
14253,0
14254,2
14255,1
14256,0
14257,2
14258,3
14259,1
14260,0
14261,2
14262,1
14263,3
14264,0
14265,0
14266,1
14267,2
14268,3
14269,2
14270,0
14271,3
14272,0
14273,0
14274,3
14275,1
14276,2
14277,1
14278,0
14279,3
14280,3
14281,3
14282,2
14283,2
14284,0
14285,0
14286,0
14287,1
14288,0
14289,2
14290,0
14291,0
14292,1
14293,0
14294,0
14295,2
14296,0
14297,0
14298,3
14299,0
14300,1
14301,3
14302,0
14303,0
14304,1
14305,1
14306,0
14307,0
14308,3
14309,0
14310,0
14311,2
14312,2
14313,3
14314,0
14315,0
14316,1
14317,1
14318,0
14319,0
14320,3
14321,0
14322,0
14323,2
14324,1
14325,1
14326,0
14327,3
14328,1
14329,0
14330,2
14331,1
14332,0
14333,3
14334,3
14335,0
14336,1
14337,0
14338,1
14339,3
14340,1
14341,0
14342,0
14343,0
14344,3
14345,3
14346,0
14347,1
14348,0
14349,0
14350,1
14351,2
14352,3
14353,0
14354,0
14355,1
14356,0
14357,1
14358,0
14359,2
14360,1
14361,0
14362,3
14363,3
14364,1
14365,0
14366,0
14367,1
14368,1
14369,0
14370,0
14371,0
14372,1
14373,2
14374,1
14375,3
14376,2
14377,1
14378,2
14379,1
14380,0
14381,3
14382,0
14383,3
14384,0
14385,3
14386,2
14387,3
14388,3
14389,0
14390,2
14391,0
14392,2
14393,2
14394,1
14395,2
14396,1
14397,3
14398,0
14399,1
14400,1
14401,2
14402,1
14403,2
14404,3
14405,0
14406,2
14407,0
14408,0
14409,2
14410,1
14411,2
14412,0
14413,0
14414,0
14415,1
14416,3
14417,0
14418,1
14419,0
14420,1
14421,2
14422,1
14423,1
14424,2
14425,3
14426,3
14427,3
14428,1
14429,0
14430,1
14431,1
14432,1
14433,1
14434,2
14435,0
14436,0
14437,2
14438,0
14439,0
14440,1
14441,0
14442,1
14443,2
14444,1
14445,3
14446,2
14447,0
14448,2
14449,0
14450,2
14451,1
14452,0
14453,1
14454,2
14455,1
14456,1
14457,1
14458,1
14459,0
14460,0
14461,0
14462,1
14463,0
14464,1
14465,0
14466,1
14467,1
14468,2
14469,1
14470,1
14471,1
14472,3
14473,3
14474,0
14475,0
14476,0
14477,0
14478,0
14479,0
14480,1
14481,1
14482,1
14483,3
14484,3
14485,2
14486,0
14487,1
14488,3
14489,1
14490,1
14491,3
14492,0
14493,0
14494,0
14495,3
14496,1
14497,0
14498,0
14499,2
14500,1
14501,1
14502,0
14503,0
14504,0
14505,0
14506,0
14507,3
14508,0
14509,2
14510,0
14511,2
14512,2
14513,0
14514,2
14515,2
14516,2
14517,0
14518,0
14519,3
14520,0
14521,0
14522,0
14523,3
14524,3
14525,0
14526,2
14527,1
14528,2
14529,1
14530,1
14531,1
14532,2
14533,0
14534,1
14535,1
14536,0
14537,3
14538,0
14539,1
14540,2
14541,0
14542,1
14543,0
14544,3
14545,3
14546,1
14547,2
14548,3
14549,2
14550,1
14551,1
14552,2
14553,1
14554,3
14555,0
14556,0
14557,2
14558,1
14559,1
14560,1
14561,3
14562,0
14563,0
14564,2
14565,1
14566,0
14567,0
14568,2
14569,1
14570,0
14571,0
14572,2
14573,2
14574,1
14575,1
14576,0
14577,2
14578,0
14579,1
14580,2
14581,0
14582,0
14583,1
14584,0
14585,1
14586,0
14587,0
14588,0
14589,1
14590,0
14591,1
14592,1
14593,1
14594,0
14595,0
14596,2
14597,0
14598,0
14599,3
14600,0
14601,3
14602,1
14603,1
14604,0
14605,1
14606,3
14607,1
14608,3
14609,2
14610,1
14611,2
14612,3
14613,0
14614,1
14615,2
14616,0
14617,0
14618,3
14619,3
14620,1
14621,0
14622,2
14623,2
14624,0
14625,3
14626,0
14627,0
14628,1
14629,0
14630,2
14631,1
14632,1
14633,2
14634,0
14635,3
14636,2
14637,1
14638,3
14639,0
14640,3
14641,0
14642,0
14643,3
14644,3
14645,2
14646,2
14647,1
14648,0
14649,0
14650,0
14651,3
14652,2
14653,0
14654,3
14655,1
14656,1
14657,1
14658,1
14659,0
14660,3
14661,1
14662,1
14663,1
14664,1
14665,0
14666,2
14667,2
14668,3
14669,0
14670,0
14671,0
14672,1
14673,0
14674,1
14675,0
14676,0
14677,2
14678,0
14679,0
14680,1
14681,3
14682,2
14683,2
14684,0
14685,2
14686,2
14687,1
14688,0
14689,3
14690,1
14691,1
14692,1
14693,3
14694,0
14695,0
14696,3
14697,1
14698,0
14699,0
14700,0
14701,0
14702,1
14703,2
14704,3
14705,0
14706,0
14707,0
14708,0
14709,2
14710,3
14711,1
14712,1
14713,1
14714,0
14715,1
14716,2
14717,0
14718,0
14719,0
14720,1
14721,1
14722,0
14723,1
14724,2
14725,1
14726,0
14727,2
14728,1
14729,1
14730,2
14731,0
14732,0
14733,3
14734,1
14735,2
14736,0
14737,0
14738,1
14739,0
14740,0
14741,3
14742,2
14743,0
14744,2
14745,1
14746,0
14747,3
14748,2
14749,2
14750,0
14751,2
14752,0
14753,2
14754,2
14755,2
14756,3
14757,0
14758,2
14759,2
14760,2
14761,0
14762,0
14763,1
14764,0
14765,0
14766,0
14767,1
14768,2
14769,3
14770,0
14771,1
14772,1
14773,2
14774,1
14775,0
14776,0
14777,2
14778,0
14779,0
14780,1
14781,0
14782,0
14783,3
14784,0
14785,2
14786,0
14787,0
14788,0
14789,3
14790,1
14791,2
14792,1
14793,1
14794,1
14795,0
14796,1
14797,1
14798,1
14799,3
14800,0
14801,0
14802,2
14803,3
14804,1
14805,0
14806,0
14807,0
14808,0
14809,0
14810,3
14811,0
14812,3
14813,1
14814,2
14815,0
14816,3
14817,2
14818,0
14819,0
14820,2
14821,0
14822,1
14823,2
14824,1
14825,0
14826,2
14827,3
14828,1
14829,2
14830,1
14831,2
14832,1
14833,0
14834,1
14835,3
14836,2
14837,1
14838,0
14839,1
14840,2
14841,0
14842,1
14843,0
14844,1
14845,0
14846,0
14847,2
14848,3
14849,0
14850,3
14851,1
14852,0
14853,1
14854,3
14855,0
14856,1
14857,2
14858,0
14859,1
14860,0
14861,0
14862,0
14863,0
14864,1
14865,0
14866,1
14867,1
14868,0
14869,2
14870,0
14871,0
14872,3
14873,3
14874,2
14875,1
14876,1
14877,1
14878,1
14879,3
14880,2
14881,3
14882,1
14883,2
14884,2
14885,0
14886,0
14887,0
14888,0
14889,0
14890,3
14891,2
14892,3
14893,1
14894,2
14895,0
14896,2
14897,0
14898,0
14899,3
14900,1
14901,0
14902,0
14903,1
14904,0
14905,3
14906,0
14907,2
14908,0
14909,0
14910,1
14911,0
14912,2
14913,1
14914,0
14915,3
14916,1
14917,2
14918,0
14919,0
14920,0
14921,2
14922,1
14923,1
14924,1
14925,0
14926,1
14927,3
14928,1
14929,0
14930,1
14931,2
14932,2
14933,3
14934,0
14935,0
14936,1
14937,1
14938,0
14939,2
14940,0
14941,3
14942,1
14943,1
14944,0
14945,1
14946,3
14947,3
14948,3
14949,1
14950,3
14951,2
14952,1
14953,1
14954,0
14955,1
14956,1
14957,0
14958,2
14959,0
14960,0
14961,0
14962,0
14963,0
14964,0
14965,2
14966,3
14967,2
14968,0
14969,1
14970,3
14971,3
14972,0
14973,3
14974,2
14975,0
14976,0
14977,2
14978,0
14979,1
14980,0
14981,3
14982,1
14983,2
14984,0
14985,3
14986,1
14987,1
14988,1
14989,1
14990,1
14991,0
14992,0
14993,3
14994,3
14995,2
14996,0
14997,1
14998,0
14999,3
15000,3
15001,0
15002,0
15003,1
15004,1
15005,3
15006,1
15007,0
15008,1
15009,0
15010,1
15011,1
15012,1
15013,1
15014,3
15015,0
15016,1
15017,3
15018,2
15019,2
15020,1
15021,3
15022,1
15023,2
15024,1
15025,2
15026,2
15027,0
15028,0
15029,0
15030,2
15031,2
15032,3
15033,2
15034,0
15035,3
15036,1
15037,0
15038,0
15039,1
15040,0
15041,0
15042,0
15043,3
15044,2
15045,0
15046,0
15047,2
15048,1
15049,2
15050,0
15051,3
15052,1
15053,3
15054,2
15055,2
15056,3
15057,3
15058,3
15059,3
15060,2
15061,2
15062,1
15063,0
15064,2
15065,3
15066,1
15067,1
15068,2
15069,2
15070,2
15071,1
15072,0
15073,2
15074,0
15075,1
15076,2
15077,2
15078,1
15079,1
15080,3
15081,0
15082,2
15083,3
15084,0
15085,3
15086,1
15087,0
15088,3
15089,1
15090,0
15091,0
15092,1
15093,1
15094,1
15095,0
15096,3
15097,2
15098,0
15099,0
15100,3
15101,0
15102,0
15103,2
15104,1
15105,2
15106,0
15107,2
15108,2
15109,1
15110,0
15111,1
15112,0
15113,2
15114,3
15115,3
15116,2
15117,1
15118,0
15119,2
15120,0
15121,0
15122,1
15123,3
15124,3
15125,2
15126,1
15127,0
15128,0
15129,3
15130,2
15131,3
15132,2
15133,0
15134,1
15135,0
15136,0
15137,1
15138,2
15139,3
15140,2
15141,0
15142,1
15143,0
15144,2
15145,0
15146,3
15147,0
15148,1
15149,2
15150,3
15151,0
15152,1
15153,0
15154,0
15155,3
15156,0
15157,0
15158,1
15159,2
15160,0
15161,3
15162,0
15163,3
15164,2
15165,1
15166,0
15167,0
15168,0
15169,3
15170,0
15171,1
15172,0
15173,0
15174,2
15175,0
15176,0
15177,1
15178,2
15179,3
15180,0
15181,1
15182,1
15183,0
15184,2
15185,0
15186,1
15187,1
15188,0
15189,2
15190,1
15191,0
15192,0
15193,2
15194,0
15195,0
15196,0
15197,2
15198,0
15199,0
15200,3
15201,2
15202,2
15203,0
15204,2
15205,2
15206,2
15207,0
15208,0
15209,3
15210,0
15211,0
15212,0
15213,2
15214,3
15215,2
15216,0
15217,0
15218,0
15219,3
15220,0
15221,2
15222,0
15223,1
15224,3
15225,1
15226,1
15227,3
15228,0
15229,0
15230,0
15231,1
15232,0
15233,0
15234,0
15235,1
15236,3
15237,1
15238,0
15239,2
15240,0
15241,0
15242,1
15243,0
15244,2
15245,1
15246,3
15247,1
15248,1
15249,0
15250,2
15251,1
15252,2
15253,3
15254,3
15255,2
15256,0
15257,2
15258,0
15259,1
15260,1
15261,0
15262,2
15263,2
15264,3
15265,1
15266,1
15267,0
15268,0
15269,0
15270,2
15271,3
15272,0
15273,0
15274,0
15275,0
15276,2
15277,0
15278,1
15279,0
15280,1
15281,1
15282,0
15283,1
15284,3
15285,2
15286,0
15287,2
15288,2
15289,0
15290,0
15291,0
15292,2
15293,1
15294,1
15295,0
15296,2
15297,0
15298,1
15299,2
15300,2
15301,1
15302,1
15303,3
15304,2
15305,2
15306,2
15307,1
15308,0
15309,0
15310,0
15311,2
15312,0
15313,0
15314,2
15315,2
15316,2
15317,1
15318,0
15319,1
15320,3
15321,2
15322,2
15323,2
15324,0
15325,0
15326,3
15327,1
15328,0
15329,2
15330,3
15331,0
15332,1
15333,2
15334,3
15335,0
15336,1
15337,0
15338,3
15339,2
15340,1
15341,3
15342,3
15343,2
15344,1
15345,0
15346,1
15347,3
15348,2
15349,0
15350,0
15351,0
15352,0
15353,2
15354,2
15355,1
15356,3
15357,1
15358,0
15359,2
15360,0
15361,2
15362,0
15363,1
15364,0
15365,3
15366,0
15367,0
15368,2
15369,1
15370,3
15371,1
15372,3
15373,0
15374,1
15375,3
15376,2
15377,2
15378,1
15379,0
15380,0
15381,0
15382,3
15383,3
15384,0
15385,0
15386,2
15387,0
15388,0
15389,3
15390,2
15391,0
15392,1
15393,2
15394,2
15395,3
15396,0
15397,0
15398,3
15399,0
15400,1
15401,1
15402,3
15403,0
15404,2
15405,1
15406,1
15407,0
15408,2
15409,0
15410,3
15411,1
15412,2
15413,2
15414,0
15415,0
15416,0
15417,3
15418,1
15419,0
15420,0
15421,3
15422,2
15423,0
15424,0
15425,0
15426,2
15427,1
15428,0
15429,1
15430,0
15431,1
15432,0
15433,0
15434,3
15435,0
15436,3
15437,0
15438,1
15439,1
15440,0
15441,2
15442,1
15443,0
15444,3
15445,3
15446,3
15447,0
15448,3
15449,0
15450,1
15451,0
15452,3
15453,2
15454,2
15455,0
15456,2
15457,1
15458,1
15459,2
15460,3
15461,3
15462,1
15463,0
15464,3
15465,3
15466,0
15467,2
15468,0
15469,2
15470,3
15471,3
15472,1
15473,0
15474,0
15475,0
15476,0
15477,1
15478,1
15479,2
15480,1
15481,0
15482,0
15483,1
15484,0
15485,3
15486,2
15487,3
15488,0
15489,2
15490,2
15491,2
15492,0
15493,2
15494,1
15495,0
15496,1
15497,0
15498,2
15499,1
15500,0
15501,2
15502,3
15503,1
15504,2
15505,0
15506,2
15507,3
15508,0
15509,3
15510,1
15511,1
15512,3
15513,3
15514,0
15515,2
15516,3
15517,1
15518,0
15519,1
15520,2
15521,2
15522,0
15523,0
15524,2
15525,3
15526,0
15527,2
15528,0
15529,0
15530,2
15531,1
15532,3
15533,0
15534,3
15535,3
15536,3
15537,2
15538,1
15539,0
15540,0
15541,0
15542,0
15543,2
15544,2
15545,2
15546,2
15547,1
15548,2
15549,0
15550,0
15551,3
15552,1
15553,0
15554,1
15555,0
15556,0
15557,2
15558,1
15559,2
15560,0
15561,0
15562,0
15563,0
15564,2
15565,3
15566,0
15567,0
15568,1
15569,2
15570,1
15571,3
15572,2
15573,3
15574,1
15575,1
15576,0
15577,3
15578,0
15579,2
15580,1
15581,3
15582,0
15583,1
15584,1
15585,3
15586,1
15587,0
15588,3
15589,0
15590,1
15591,0
15592,2
15593,0
15594,2
15595,2
15596,0
15597,0
15598,0
15599,1
15600,0
15601,1
15602,0
15603,0
15604,0
15605,1
15606,3
15607,3
15608,2
15609,2
15610,1
15611,3
15612,1
15613,0
15614,2
15615,3
15616,2
15617,0
15618,2
15619,0
15620,0
15621,1
15622,1
15623,0
15624,2
15625,0
15626,0
15627,0
15628,3
15629,3
15630,3
15631,1
15632,2
15633,0
15634,0
15635,0
15636,0
15637,0
15638,0
15639,3
15640,3
15641,2
15642,2
15643,1
15644,1
15645,0
15646,0
15647,2
15648,3
15649,3
15650,0
15651,2
15652,3
15653,2
15654,1
15655,0
15656,1
15657,1
15658,3
15659,0
15660,3
15661,1
15662,1
15663,1
15664,2
15665,0
15666,0
15667,2
15668,3
15669,1
15670,1
15671,0
15672,2
15673,0
15674,2
15675,0
15676,0
15677,1
15678,1
15679,0
15680,2
15681,0
15682,2
15683,1
15684,2
15685,0
15686,1
15687,1
15688,2
15689,0
15690,0
15691,0
15692,2
15693,1
15694,1
15695,2
15696,1
15697,1
15698,0
15699,0
15700,0
15701,0
15702,3
15703,1
15704,2
15705,0
15706,1
15707,1
15708,0
15709,0
15710,0
15711,1
15712,2
15713,2
15714,1
15715,0
15716,1
15717,0
15718,0
15719,3
15720,3
15721,0
15722,1
15723,3
15724,2
15725,0
15726,3
15727,1
15728,3
15729,2
15730,0
15731,0
15732,2
15733,3
15734,1
15735,3
15736,0
15737,0
15738,3
15739,0
15740,0
15741,0
15742,1
15743,3
15744,0
15745,1
15746,0
15747,1
15748,0
15749,2
15750,0
15751,2
15752,1
15753,2
15754,1
15755,3
15756,0
15757,0
15758,0
15759,0
15760,3
15761,1
15762,0
15763,0
15764,3
15765,0
15766,1
15767,1
15768,0
15769,3
15770,1
15771,0
15772,3
15773,0
15774,0
15775,0
15776,0
15777,1
15778,2
15779,1
15780,0
15781,2
15782,3
15783,2
15784,0
15785,0
15786,0
15787,1
15788,1
15789,2
15790,1
15791,3
15792,2
15793,1
15794,1
15795,0
15796,1
15797,2
15798,1
15799,1
15800,2
15801,2
15802,0
15803,1
15804,2
15805,0
15806,2
15807,1
15808,0
15809,3
15810,1
15811,3
15812,0
15813,0
15814,0
15815,3
15816,3
15817,2
15818,3
15819,2
15820,2
15821,2
15822,2
15823,2
15824,0
15825,3
15826,0
15827,2
15828,1
15829,0
15830,2
15831,1
15832,3
15833,0
15834,0
15835,0
15836,3
15837,2
15838,1
15839,0
15840,1
15841,1
15842,3
15843,3
15844,0
15845,3
15846,0
15847,1
15848,1
15849,2
15850,0
15851,0
15852,0
15853,2
15854,1
15855,0
15856,2
15857,0
15858,3
15859,2
15860,3
15861,0
15862,0
15863,0
15864,1
15865,1
15866,3
15867,2
15868,1
15869,0
15870,1
15871,0
15872,3
15873,1
15874,1
15875,3
15876,0
15877,3
15878,0
15879,1
15880,3
15881,1
15882,3
15883,0
15884,1
15885,2
15886,0
15887,0
15888,1
15889,1
15890,0
15891,1
15892,2
15893,3
15894,0
15895,2
15896,0
15897,3
15898,2
15899,1
15900,0
15901,1
15902,1
15903,2
15904,2
15905,2
15906,0
15907,2
15908,0
15909,0
15910,2
15911,0
15912,3
15913,1
15914,3
15915,0
15916,1
15917,1
15918,0
15919,3
15920,3
15921,3
15922,3
15923,2
15924,0
15925,0
15926,1
15927,3
15928,3
15929,0
15930,0
15931,3
15932,1
15933,0
15934,0
15935,3
15936,2
15937,0
15938,0
15939,0
15940,1
15941,2
15942,1
15943,1
15944,3
15945,1
15946,3
15947,0
15948,0
15949,0
15950,1
15951,2
15952,1
15953,1
15954,1
15955,2
15956,3
15957,3
15958,0
15959,0
15960,3
15961,0
15962,1
15963,2
15964,2
15965,0
15966,1
15967,0
15968,1
15969,0
15970,2
15971,0
15972,1
15973,1
15974,2
15975,0
15976,3
15977,1
15978,0
15979,3
15980,0
15981,1
15982,0
15983,0
15984,2
15985,0
15986,2
15987,3
15988,0
15989,3
15990,0
15991,3
15992,1
15993,3
15994,0
15995,3
15996,2
15997,3
15998,0
15999,0
16000,1
16001,1
16002,0
16003,2
16004,1
16005,2
16006,2
16007,1
16008,1
16009,1
16010,0
16011,0
16012,3
16013,3
16014,1
16015,1
16016,2
16017,1
16018,2
16019,0
16020,1
16021,0
16022,3
16023,0
16024,0
16025,0
16026,1
16027,3
16028,1
16029,3
16030,3
16031,0
16032,1
16033,3
16034,1
16035,0
16036,1
16037,3
16038,2
16039,2
16040,2
16041,0
16042,3
16043,1
16044,0
16045,2
16046,2
16047,0
16048,0
16049,0
16050,3
16051,0
16052,0
16053,1
16054,0
16055,0
16056,1
16057,1
16058,0
16059,0
16060,1
16061,0
16062,0
16063,2
16064,0
16065,3
16066,3
16067,1
16068,1
16069,1
16070,0
16071,1
16072,0
16073,0
16074,0
16075,0
16076,0
16077,0
16078,3
16079,0
16080,0
16081,3
16082,1
16083,0
16084,1
16085,3
16086,3
16087,0
16088,0
16089,2
16090,3
16091,1
16092,0
16093,1
16094,2
16095,2
16096,2
16097,0
16098,0
16099,0
16100,1
16101,0
16102,1
16103,1
16104,0
16105,0
16106,1
16107,0
16108,0
16109,0
16110,1
16111,3
16112,0
16113,3
16114,0
16115,2
16116,0
16117,1
16118,1
16119,3
16120,0
16121,3
16122,1
16123,1
16124,0
16125,3
16126,0
16127,2
16128,3
16129,1
16130,1
16131,1
16132,3
16133,0
16134,1
16135,0
16136,1
16137,3
16138,1
16139,0
16140,2
16141,0
16142,3
16143,1
16144,0
16145,2
16146,3
16147,0
16148,0
16149,0
16150,0
16151,2
16152,3
16153,2
16154,2
16155,2
16156,0
16157,0
16158,2
16159,1
16160,0
16161,0
16162,3
16163,1
16164,3
16165,0
16166,3
16167,0
16168,2
16169,0
16170,0
16171,2
16172,1
16173,1
16174,1
16175,0
16176,1
16177,2
16178,1
16179,0
16180,3
16181,3
16182,0
16183,0
16184,3
16185,1
16186,1
16187,2
16188,3
16189,3
16190,0
16191,0
16192,3
16193,0
16194,2
16195,1
16196,1
16197,2
16198,2
16199,1
16200,1
16201,0
16202,0
16203,2
16204,0
16205,3
16206,2
16207,0
16208,0
16209,3
16210,2
16211,1
16212,2
16213,0
16214,3
16215,0
16216,1
16217,0
16218,1
16219,1
16220,1
16221,0
16222,2
16223,1
16224,3
16225,0
16226,0
16227,0
16228,2
16229,3
16230,1
16231,2
16232,0
16233,1
16234,1
16235,2
16236,0
16237,1
16238,2
16239,3
16240,2
16241,2
16242,0
16243,0
16244,0
16245,1
16246,2
16247,0
16248,2
16249,0
16250,0
16251,1
16252,2
16253,0
16254,1
16255,3
16256,0
16257,2
16258,0
16259,3
16260,3
16261,1
16262,1
16263,3
16264,0
16265,3
16266,0
16267,3
16268,3
16269,1
16270,2
16271,0
16272,3
16273,1
16274,0
16275,0
16276,1
16277,2
16278,0
16279,0
16280,1
16281,1
16282,0
16283,1
16284,0
16285,1
16286,2
16287,3
16288,0
16289,0
16290,0
16291,0
16292,1
16293,0
16294,1
16295,3
16296,0
16297,1
16298,3
16299,0
16300,0
16301,2
16302,1
16303,0
16304,1
16305,0
16306,2
16307,0
16308,2
16309,2
16310,0
16311,0
16312,3
16313,0
16314,3
16315,3
16316,0
16317,2
16318,0
16319,2
16320,0
16321,0
16322,3
16323,3
16324,2
16325,2
16326,0
16327,0
16328,0
16329,0
16330,0
16331,0
16332,1
16333,0
16334,0
16335,2
16336,0
16337,0
16338,2
16339,2
16340,0
16341,3
16342,2
16343,1
16344,0
16345,2
16346,0
16347,2
16348,0
16349,1
16350,0
16351,0
16352,1
16353,1
16354,0
16355,3
16356,1
16357,0
16358,1
16359,0
16360,2
16361,3
16362,2
16363,2
16364,1
16365,2
16366,2
16367,0
16368,2
16369,0
16370,0
16371,0
16372,2
16373,2
16374,1
16375,1
16376,1
16377,0
16378,1
16379,0
16380,1
16381,0
16382,3
16383,2
16384,0
16385,0
16386,0
16387,0
16388,0
16389,3
16390,2
16391,0
16392,0
16393,3
16394,0
16395,0
16396,0
16397,0
16398,2
16399,0
16400,0
16401,2
16402,0
16403,0
16404,1
16405,1
16406,3
16407,2
16408,2
16409,2
16410,0
16411,0
16412,1
16413,1
16414,0
16415,0
16416,2
16417,2
16418,1
16419,1
16420,1
16421,3
16422,3
16423,0
16424,1
16425,0
16426,2
16427,2
16428,2
16429,2
16430,0
16431,3
16432,3
16433,0
16434,1
16435,2
16436,2
16437,1
16438,1
16439,0
16440,3
16441,3
16442,0
16443,3
16444,0
16445,0
16446,0
16447,1
16448,0
16449,1
16450,0
16451,2
16452,0
16453,2
16454,2
16455,2
16456,1
16457,3
16458,2
16459,0
16460,0
16461,1
16462,2
16463,0
16464,3
16465,0
16466,1
16467,1
16468,1
16469,1
16470,0
16471,1
16472,1
16473,3
16474,1
16475,3
16476,1
16477,2
16478,0
16479,3
16480,0
16481,3
16482,1
16483,0
16484,1
16485,1
16486,0
16487,3
16488,0
16489,0
16490,0
16491,0
16492,0
16493,3
16494,0
16495,1
16496,0
16497,3
16498,0
16499,3
16500,2
16501,0
16502,0
16503,2
16504,0
16505,2
16506,0
16507,1
16508,1
16509,0
16510,2
16511,0
16512,1
16513,0
16514,0
16515,2
16516,1
16517,2
16518,3
16519,0
16520,2
16521,2
16522,3
16523,0
16524,0
16525,0
16526,0
16527,1
16528,1
16529,3
16530,1
16531,1
16532,2
16533,2
16534,2
16535,1
16536,0
16537,1
16538,2
16539,3
16540,2
16541,1
16542,0
16543,0
16544,2
16545,2
16546,0
16547,3
16548,1
16549,1
16550,1
16551,1
16552,1
16553,1
16554,2
16555,2
16556,3
16557,2
16558,1
16559,0
16560,2
16561,0
16562,3
16563,0
16564,2
16565,0
16566,0
16567,1
16568,3
16569,1
16570,0
16571,2
16572,0
16573,1
16574,1
16575,0
16576,0
16577,0
16578,2
16579,2
16580,2
16581,0
16582,3
16583,1
16584,1
16585,1
16586,0
16587,2
16588,0
16589,0
16590,1
16591,2
16592,1
16593,1
16594,0
16595,1
16596,3
16597,1
16598,0
16599,1
16600,3
16601,0
16602,2
16603,0
16604,3
16605,2
16606,0
16607,2
16608,3
16609,1
16610,0
